,name,location,distance,searched_latitude,searched_longitude
833,The Garden Room,"The Merrion Hotel, 21-24 Upper Merrion St",612,53.334295,-6.258503
834,Lemon & Duke,Duke Lane 2 Duke Lane Upper Corner of Lemon Street and Duke Lane,816,53.334295,-6.258503
835,The Market Bar,14A Fade St,964,53.334295,-6.258503
836,Caffè Nero,51-52 S King St,678,53.334295,-6.258503
837,The Hairy Lemon,Stephen St,845,53.334295,-6.258503
838,B Bar,Sussex Rd,785,53.334295,-6.258503
839,Bruxelles,7-8 Harry St,795,53.334295,-6.258503
840,Bar Rua,32 Clarendon St,786,53.334295,-6.258503
841,Caffè Nero,14-15 Camden St,478,53.334295,-6.258503
842,Dunne & Crescenzi,14-16 South Frederick St,882,53.334295,-6.258503
843,Zozimus,"Centenary House, Anne's Lane",711,53.334295,-6.258503
844,Gourmet Burger Kitchen (GBK),5 South Anne St,778,53.334295,-6.258503
845,The Bailey,1-4 Duke St,854,53.334295,-6.258503
846,Metro Cafe,43 South William St,822,53.334295,-6.258503
847,Five Guys,56 South Great George's St,961,53.334295,-6.258503
848,Angelina's,55 Percy Pl,939,53.334295,-6.258503
849,Marks & Spencer,15-20 Grafton St,885,53.334295,-6.258503
850,Bread 41,"41 Pearse Street, Dublin, Dublin 2",97,53.344304,-6.250427
851,Honey Truffle,45 Pearse St,102,53.344304,-6.250427
852,Shoe Lane Coffee,7 Tara St,441,53.344304,-6.250427
853,Bowes Lounge,31 Fleet St,530,53.344304,-6.250427
854,Coffee Angel,"16 South Anne Street, Dublin 2, D02 VF29",658,53.344304,-6.250427
855,Cassidy's Bar,27 Westmoreland St,614,53.344304,-6.250427
856,Peruke & Periwig,31 Dawson St,713,53.344304,-6.250427
857,The Brew Dock,1 Amiens St,640,53.344304,-6.250427
858,Murphys Ice Cream,27 Wicklow St,749,53.344304,-6.250427
859,Bunsen,3 South Anne St,726,53.344304,-6.250427
860,Kennedy's,30-32 Westland Row,245,53.344304,-6.250427
861,Third Floor Espresso (3FE),32/34 Lower Grand Canal St,739,53.344304,-6.250427
862,Kehoe's,9 South Anne St,693,53.344304,-6.250427
863,Avoca Café,11-13 Suffolk St,638,53.344304,-6.250427
864,Urban Brewing,"Vault C, The chq Building, Custom House Quay, IFSC, Dublin, Dublin 1",554,53.344304,-6.250427
865,Vintage Cocktail Club,15 Crown Alley,829,53.344304,-6.250427
866,Peploe's,16 St Stephen's Green,749,53.344304,-6.250427
867,Kaph,31 Drury St,865,53.344304,-6.250427
868,The Stag's Head,1 Dame Ct,871,53.344304,-6.250427
869,Vice Coffee Inc,"54, Middle Abbey St",885,53.344304,-6.250427
870,The Bank on College Green,20-22 College Green,736,53.344304,-6.250427
871,The Old Storehouse,"3 Crown Alley, Temple Bar",820,53.344304,-6.250427
872,Cornucopia,19/20 Wicklow St,749,53.344304,-6.250427
873,IL Capo Italian Pizza & Pasta,62 Talbot St,756,53.344304,-6.250427
874,The Flowing Tide,9 Lower Abbey St,698,53.344304,-6.250427
875,Pichet,14-15 Trinity St,780,53.344304,-6.250427
876,O'Neill's Pub & Kitchen,2 Suffolk St,690,53.344304,-6.250427
877,The Wiley Fox,28 Eden Quay,580,53.344304,-6.250427
878,The Winding Stair,40 Lower Ormond Quay,921,53.344304,-6.250427
879,Doheny & Nesbitt,5 Baggot Street Lower,713,53.344304,-6.250427
880,37 Dawson Street,37 Dawson St,685,53.344304,-6.250427
881,The Temple Bar,47-48 Temple Bar,922,53.344304,-6.250427
882,Pho Ta,"Cope St, Temple Bar",808,53.344304,-6.250427
883,Lemon & Duke,Duke Lane 2 Duke Lane Upper Corner of Lemon Street and Duke Lane,654,53.344304,-6.250427
884,FXB (Temple Bar),Crow Street,888,53.344304,-6.250427
885,Grogan's Castle Lounge,15 South William St,835,53.344304,-6.250427
886,Matt The Thresher,"31-32, Lower Pembroke St",811,53.344304,-6.250427
887,Bang Restaurant,11 Merrion Row,711,53.344304,-6.250427
888,FXB Steak & Seafood,1A Lwr Pembroke St,783,53.344304,-6.250427
889,Fitzgerald's,22 Aston Quay,668,53.344304,-6.250427
890,The George,89 S Great Georges St,945,53.344304,-6.250427
891,The Market Bar,14A Fade St,926,53.344304,-6.250427
892,The Woollen Mills,41/42 Lower Ormond Quay,896,53.344304,-6.250427
893,Costa Coffee,3 College Green,723,53.344304,-6.250427
894,The Quays Irish Restaurant,10-12 Temple Bar Square,853,53.344304,-6.250427
895,Nando's,12 Saint Andrew's St,780,53.344304,-6.250427
896,Drunken Fish,Lwr Mayor St,684,53.344304,-6.250427
897,Yamamori Izakaya,12-13 South Great George's St,937,53.344304,-6.250427
898,Oliver St John Gogarty,18/21 Anglesea st,767,53.344304,-6.250427
899,Bóbó's,50-51 Dame St,891,53.344304,-6.250427
900,Matt The Thresher,"31-32, Lower Pembroke St",248,53.336597,-6.248109
901,FXB Steak & Seafood,1A Lwr Pembroke St,267,53.336597,-6.248109
902,Doheny & Nesbitt,5 Baggot Street Lower,356,53.336597,-6.248109
903,Third Floor Espresso (3FE),32/34 Lower Grand Canal St,537,53.336597,-6.248109
904,Chopped,148 Baggot Street Lower,390,53.336597,-6.248109
905,Canal Bank Café,146 Upper Leeson St,644,53.336597,-6.248109
906,"The Schoolhouse Hotel, Ballsbridge, Dublin 4","2-8 Northumberland Road, Ballsbridge, Dublin 4",571,53.336597,-6.248109
907,Peruke & Periwig,31 Dawson St,793,53.336597,-6.248109
908,Bang Restaurant,11 Merrion Row,485,53.336597,-6.248109
909,The Garden Room,"The Merrion Hotel, 21-24 Upper Merrion St",359,53.336597,-6.248109
910,Peploe's,16 St Stephen's Green,741,53.336597,-6.248109
911,Coffee Angel,"16 South Anne Street, Dublin 2, D02 VF29",866,53.336597,-6.248109
912,Dolce Sicily,20 Anne St S,856,53.336597,-6.248109
913,M O'Briens Full Bar And Lounge,8 Sussex Terrace,632,53.336597,-6.248109
914,Bunsen,3 South Anne St,941,53.336597,-6.248109
915,Tower Records,7 Dawson St,895,53.336597,-6.248109
916,Kehoe's,9 South Anne St,905,53.336597,-6.248109
917,Gertrude,"130 Pearse St, Grand Canal Dock",799,53.336597,-6.248109
918,The Ginger Man,40 Fenian St,592,53.336597,-6.248109
919,The 51 Bar,51 Haddington Rd,425,53.336597,-6.248109
920,The Little Kitchen,129 Upper Leeson St,725,53.336597,-6.248109
921,Xian Street Food,28 Anne Street South,925,53.336597,-6.248109
922,37 Dawson Street,37 Dawson St,825,53.336597,-6.248109
923,Bread 41,"41 Pearse Street, Dublin, Dublin 2",942,53.336597,-6.248109
924,The Ivy Dublin,13-17 Dawson St,852,53.336597,-6.248109
925,Osteria Lucio,"The Malting Tower Clanwilliam Terrace, Grand Canal Dock, South",701,53.336597,-6.248109
926,Angelina's,55 Percy Pl,330,53.336597,-6.248109
927,The Old Spot,"14 Bath Avenue Sandymount, Sandymount, South",998,53.336597,-6.248109
928,Honey Truffle,45 Pearse St,840,53.336597,-6.248109
929,Kennedy's,30-32 Westland Row,633,53.336597,-6.248109
930,9 Below,9 St Stephen's Green,859,53.336597,-6.248109
931,Lemon & Duke,Duke Lane 2 Duke Lane Upper Corner of Lemon Street and Duke Lane,925,53.336597,-6.248109
932,B Bar,Sussex Rd,718,53.336597,-6.248109
933,Marco Pierre White Steakhouse & Grill,51 Dawson Street,860,53.336597,-6.248109
934,Carluccio's,52 Dawson St,896,53.336597,-6.248109
935,Dunne & Crescenzi,14-16 South Frederick St,833,53.336597,-6.248109
936,The Coburg Brasserie,Conrad Hotel,635,53.336597,-6.248109
937,Caffè Nero,51-52 S King St,962,53.336597,-6.248109
938,Bruxelles,7-8 Harry St,998,53.336597,-6.248109
939,Il Caffe di Napoli,41 Westland Row,690,53.336597,-6.248109
940,Zozimus,"Centenary House, Anne's Lane",892,53.336597,-6.248109
941,The Pig & Heifer,151 Pearse St,760,53.336597,-6.248109
942,Nutbutter,,924,53.336597,-6.248109
943,Gourmet Burger Kitchen (GBK),5 South Anne St,934,53.336597,-6.248109
944,The Bailey,1-4 Duke St,959,53.336597,-6.248109
945,McGrattans Cafe Bar,"76 Fitzwilliam Lane, Baggot St",306,53.336597,-6.248109
946,Slattery's,62 Grand Canal Street Upper,902,53.336597,-6.248109
947,Marks & Spencer,15-20 Grafton St,985,53.336597,-6.248109
948,KC Peaches,28-29 Nassau St,913,53.336597,-6.248109
949,The Lombard Townhouse,"44 Pearse Street, Corner of Lombard St",848,53.336597,-6.248109
950,Arthur's Pub,28 Thomas St,301,53.343105,-6.277167
951,PHX Bistro,12 Ellis Quay,505,53.343105,-6.277167
952,Container Coffee,161 Thomas St,466,53.343105,-6.277167
953,The Porterhouse,16-18 Parliament St,679,53.343105,-6.277167
954,Two Pups Coffee,74 Francis St,488,53.343105,-6.277167
955,Brother Hubbard North,153 Capel St,735,53.343105,-6.277167
956,Lucky’s,79 Meath St,184,53.343105,-6.277167
957,The Fumbally,Fumbally Lane,731,53.343105,-6.277167
958,The Fourth Corner,50 Patrick St,560,53.343105,-6.277167
959,Musashi Noodles & Sushi BAR,15 Capel St,736,53.343105,-6.277167
960,Darkey Kellys,Fishamble St,483,53.343105,-6.277167
961,The Stag's Head,1 Dame Ct,908,53.343105,-6.277167
962,Kaph,31 Drury St,932,53.343105,-6.277167
963,Frank Ryan & Son,5 Queen St,471,53.343105,-6.277167
964,Manning's Bakery,40 Thomas St,178,53.343105,-6.277167
965,The Temple Bar,47-48 Temple Bar,900,53.343105,-6.277167
966,Vintage Cocktail Club,15 Crown Alley,975,53.343105,-6.277167
967,Sano Pizza,2 Exchange Street Upper Corner of Dame St and Exchange St Upper,626,53.343105,-6.277167
968,Chez Max,1 Palace St,733,53.343105,-6.277167
969,The Winding Stair,40 Lower Ormond Quay,968,53.343105,-6.277167
970,Bison Bar,11 Wellington Quay,762,53.343105,-6.277167
971,FXB (Temple Bar),Crow Street,901,53.343105,-6.277167
972,SOLE Seafood & Grill,"18-19 South William Street, Dublin, D02 KV76",981,53.343105,-6.277167
973,The Church,Junction Mary & Jervis Sts,924,53.343105,-6.277167
974,The Old Storehouse,"3 Crown Alley, Temple Bar",987,53.343105,-6.277167
975,Groundstate Coffee,"48- 50 James’s Street, Dublin, D08 YK6N",757,53.343105,-6.277167
976,The Black Sheep,61 Capel St,909,53.343105,-6.277167
977,Arisu,119 Capel St,845,53.343105,-6.277167
978,Third Space Smithfield,"Unit 14, Smithfield Market",522,53.343105,-6.277167
979,The George,89 S Great Georges St,833,53.343105,-6.277167
980,Pho Ta,"Cope St, Temple Bar",991,53.343105,-6.277167
981,Grogan's Castle Lounge,15 South William St,975,53.343105,-6.277167
982,Hilan Chinese & Korean Restaurant,45 Capel St,829,53.343105,-6.277167
983,Proper Order Coffee Co.,"New Church St, Smithfield",520,53.343105,-6.277167
984,Bad Bobs Temple Bar,35-37 Essex St E,779,53.343105,-6.277167
985,The Market Bar,14A Fade St,878,53.343105,-6.277167
986,Passion 4 Food,27 Clanbrassil Street Lower,975,53.343105,-6.277167
987,Yamamori Izakaya,12-13 South Great George's St,843,53.343105,-6.277167
988,Tenters Gastropub,Dublin,672,53.343105,-6.277167
989,Nolita,64 S Great George's St,824,53.343105,-6.277167
990,The Woollen Mills,41/42 Lower Ormond Quay,1005,53.343105,-6.277167
991,Lemon Jelly Cafe,Millennium Walkway,903,53.343105,-6.277167
992,Gallaghers Boxty House,20-21 Temple Bar,1040,53.343105,-6.277167
993,Bóbó's,50-51 Dame St,891,53.343105,-6.277167
994,Slattery's,129 Capel St,794,53.343105,-6.277167
995,The Hairy Lemon,Stephen St,904,53.343105,-6.277167
996,The Quays Irish Restaurant,10-12 Temple Bar Square,970,53.343105,-6.277167
997,Yamamori South City,71/72 South Great Georges St,844,53.343105,-6.277167
998,Reyna,29-30 Dame St,936,53.343105,-6.277167
999,Octagon Bar,"Clarence Hotel, 6-8 Wellington Quay",737,53.343105,-6.277167
1000,Urban Brewing,"Vault C, The chq Building, Custom House Quay, IFSC, Dublin, Dublin 1",307,53.347777,-6.244239
1001,The Brew Dock,1 Amiens St,516,53.347777,-6.244239
1002,Drunken Fish,Lwr Mayor St,173,53.347777,-6.244239
1003,Gertrude,"130 Pearse St, Grand Canal Dock",506,53.347777,-6.244239
1004,IL Capo Italian Pizza & Pasta,62 Talbot St,612,53.347777,-6.244239
1005,Shoe Lane Coffee,7 Tara St,722,53.347777,-6.244239
1006,Herbstreet,Hanover Quay,576,53.347777,-6.244239
1007,Bread 41,"41 Pearse Street, Dublin, Dublin 2",590,53.347777,-6.244239
1008,Honey Truffle,45 Pearse St,509,53.347777,-6.244239
1009,Third Floor Espresso (3FE),32/34 Lower Grand Canal St,890,53.347777,-6.244239
1010,Bowes Lounge,31 Fleet St,938,53.347777,-6.244239
1011,Cassidy's Bar,27 Westmoreland St,994,53.347777,-6.244239
1012,The Flowing Tide,9 Lower Abbey St,906,53.347777,-6.244239
1013,The Wiley Fox,28 Eden Quay,780,53.347777,-6.244239
1014,The Ginger Man,40 Fenian St,747,53.347777,-6.244239
1015,MV Cill Airne,"Quay 16, North Wall Quay",421,53.347777,-6.244239
1016,Charlotte Quay,"Charlotte Quay Dock, Millennium Tower, Dublin, Dublin 4",736,53.347777,-6.244239
1017,Kennedy's,30-32 Westland Row,760,53.347777,-6.244239
1018,Osteria Lucio,"The Malting Tower Clanwilliam Terrace, Grand Canal Dock, South",912,53.347777,-6.244239
1019,The Pig & Heifer,151 Pearse St,509,53.347777,-6.244239
1020,Nutbutter,,640,53.347777,-6.244239
1021,O'reilly's Bar & Restaurant,Luke St,657,53.347777,-6.244239
1022,The Laughter Lounge,4-8 Eden Quay,924,53.347777,-6.244239
1023,Il Caffe di Napoli,41 Westland Row,687,53.347777,-6.244239
1024,BrewDog Outpost Dublin,"Capital Dock, Grand Canal Dock",949,53.347777,-6.244239
1025,Boojum,3 Abbey Street Lower,973,53.347777,-6.244239
1026,The Silver Penny (Wetherspoon),Abbey St Lower,822,53.347777,-6.244239
1027,Mackenzie's,Dublin,716,53.347777,-6.244239
1028,Ryleigh’s,81-82 North Wall Quay,792,53.347777,-6.244239
1029,The Lombard Townhouse,"44 Pearse Street, Corner of Lombard St",496,53.347777,-6.244239
1030,Milano,"Unit 1, Hanover Quay",613,53.347777,-6.244239
1031,Oly's Bar & Restaurant,"Custom House Quay / Jurys Inn Custom House, Dublin, Dublin 1",149,53.347777,-6.244239
1032,The Workshop,10 George's Quay,698,53.347777,-6.244239
1033,The Diving Bell,,449,53.347777,-6.244239
1034,Boojum,"Hanover Quay Unit H1 & H5, Grand Canal Dock",581,53.347777,-6.244239
1035,Xi'an Street Food,16 Earl Street North,981,53.347777,-6.244239
1036,Graingers,51 Talbot St,563,53.347777,-6.244239
1037,O'Brien's Sandwich Cafe,5 Nassau St,949,53.347777,-6.244239
1038,Chaplins Bar,"1/2 Hawkins Street, Dublin 2, Dublin D02 K590",879,53.347777,-6.244239
1039,Brewbaker Cafe,22 S Frederick St,916,53.347777,-6.244239
1040,Carved,,361,53.347777,-6.244239
1041,As One,"Unit 3, 13-18 City Quay",464,53.347777,-6.244239
1042,Ninja Sushi,3/4 Lombard St,489,53.347777,-6.244239
1043,The Brasserie at the Marker Hotel restaurant,Grand Canal Square The Marker Hotel,519,53.347777,-6.244239
1044,Esquires Coffee (Talbot Street),79A Talbot St,725,53.347777,-6.244239
1045,The Carriage,Dublin,736,53.347777,-6.244239
1046,Starry Night,109B Pearse St,597,53.347777,-6.244239
1047,D’Olier Street Restaurant,"D’Olier Chambers, D'Olier St",882,53.347777,-6.244239
1048,Supermac's,14 Westmoreland St,989,53.347777,-6.244239
1049,El Grito Mexican Taqueria,20 Mountjoy Square East,80,53.356717,-6.256359
1050,Wallace's Asti,"15 Russel St, Behan Square",273,53.356717,-6.256359
1051,Chapter One Restaurant,18/19 Parnell Square,569,53.356717,-6.256359
1052,La Pausa Caffe,1b-2 Blessington St,607,53.356717,-6.256359
1053,IL Capo Italian Pizza & Pasta,62 Talbot St,700,53.356717,-6.256359
1054,The Brew Dock,1 Amiens St,820,53.356717,-6.256359
1055,Lovinspoon,13 North Fredrick St,561,53.356717,-6.256359
1056,Madigan's,19 O'Connell St,651,53.356717,-6.256359
1057,Gino's Gelato,41 Henry St,873,53.356717,-6.256359
1058,The Flowing Tide,9 Lower Abbey St,885,53.356717,-6.256359
1059,Mr Fox Restaurant,"38 Parnell Square, Dublin, 1",701,53.356717,-6.256359
1060,The Wiley Fox,28 Eden Quay,930,53.356717,-6.256359
1061,Kingfisher Restaurant,59 Parnell Square West,724,53.356717,-6.256359
1062,Murray's Bar & Grill,33-34 O'Connell St,577,53.356717,-6.256359
1063,Govindas,83 Middle Abbey St,974,53.356717,-6.256359
1064,Koffee & Kale,21b Hill St,316,53.356717,-6.256359
1065,The Laughter Lounge,4-8 Eden Quay,1011,53.356717,-6.256359
1066,Boojum,3 Abbey Street Lower,914,53.356717,-6.256359
1067,The Silver Penny (Wetherspoon),Abbey St Lower,849,53.356717,-6.256359
1068,Cloud Cafe,43 North Strand Rd,858,53.356717,-6.256359
1069,Fujiyama Restaurant,11/11a O Connell St,727,53.356717,-6.256359
1070,Brannigan's,9 Cathedral St,731,53.356717,-6.256359
1071,M&L Chinese Restaurant,13/14 Cathedral St,714,53.356717,-6.256359
1072,Xi'an Street Food,16 Earl Street North,729,53.356717,-6.256359
1073,The Big Tree,39 Lower Dorset St,457,53.356717,-6.256359
1074,Beshoff Fish And Chips,6 Uppr O'Connell St,762,53.356717,-6.256359
1075,Cusacks,145 North Strand Rd,919,53.356717,-6.256359
1076,Grand Central Bar,10-11A Oconnell St,933,53.356717,-6.256359
1077,Graingers,51 Talbot St,722,53.356717,-6.256359
1078,McDonald's,Unit 67 Ilac Shopping Center,840,53.356717,-6.256359
1079,Supermac's,O'Connell St,963,53.356717,-6.256359
1080,Muse Café @Eason,40 O'Connell St,926,53.356717,-6.256359
1081,Wasabi Bar & Grill,Dublin,466,53.356717,-6.256359
1082,Fortune Terrace,O connell,536,53.356717,-6.256359
1083,McDonald's,62 Upper O'Connell St,780,53.356717,-6.256359
1084,Writers Lounge,"The Gresham Hotel, O'Connell St, City Centre",663,53.356717,-6.256359
1085,Esquires Coffee (Talbot Street),79A Talbot St,697,53.356717,-6.256359
1086,Silver Leaf,,880,53.356717,-6.256359
1087,LimeTree Cafe,Inchicore Rd,320,53.341805,-6.305085
1088,Itsa,"Royal Hospital, Kilmainham",365,53.341805,-6.305085
1089,La Dolce VITA Restaurant Kilmainham,SOUTH CIRCULAR ROAD 758-760 KILMAINHAM DUBLIN 8,170,53.341805,-6.305085
1090,The Bird Flanagan,"471 South Circular Road, Rialto",683,53.341805,-6.305085
1091,Daddy's Café,538 South Circular Rd,784,53.341805,-6.305085
1092,Carrigans,74 Old,186,53.341805,-6.305085
1093,Newland Chinese,"740 South Circular Road, Kilmainham, D8",196,53.341805,-6.305085
1094,Cinnamon Restaurant @ Hilton Dublin Kilmainham Hotel,Inchicore Road,216,53.341805,-6.305085
1095,Four Star Pizza Kilmainham,645 South Circular Rd,220,53.341805,-6.305085
1096,Broyage Bar & Bistro,South Circular Road Kilmainham Inside the Hilton Dublin Kilmainham Hotel,227,53.341805,-6.305085
1097,Good Luck Chinese Take Away,37 Emmet Rd,409,53.341805,-6.305085
1098,The Palace Of Desires,,466,53.341805,-6.305085
1099,Cigerci Kenan Usta,"Dublin, Dublin City",554,53.341805,-6.305085
1100,Subway,"Unit 9, Heuston South Quarter",652,53.341805,-6.305085
1101,Papamio.ie,,618,53.341805,-6.305085
1102,Toni's Take Away,"Emmet Road, Dublin, Dublin City",635,53.341805,-6.305085
1103,The Rialto Bridge Cafe,568 South Circular Rd,658,53.341805,-6.305085
1104,Daphne’s,Dublin,664,53.341805,-6.305085
1105,Indian Curry Club,"Emmett Rd, Inchicore",670,53.341805,-6.305085
1106,Hui Kee,52 Bulfin Rd,673,53.341805,-6.305085
1107,Rose Garden Chinese Restaurant,471 Circular Road South,683,53.341805,-6.305085
1108,The Galway Hooker,Heuston Station,991,53.341805,-6.305085
1109,Amber Grill,451 South Circular Rd,793,53.341805,-6.305085
1110,Papa Mio & Tonis Takeaway,93-95 Emmet Rd,799,53.341805,-6.305085
1111,Coffee District,,814,53.341805,-6.305085
1112,Rialto Malaysian Chinese Takeaway,447 South Circular Rd,814,53.341805,-6.305085
1113,Riggers D8,145A 145 Emmet Rd,817,53.341805,-6.305085
1114,Keng Seng Chinese Take-Away,447 Sth Circular Rd 8,821,53.341805,-6.305085
1115,Tranquilo Restaurant,,857,53.341805,-6.305085
1116,Drimnagh Take Away,33 Benbulbin Rd,927,53.341805,-6.305085
1117,Supermac's,Heuston Station Saint John's Road West Heuston Station,970,53.341805,-6.305085
1118,"Malt House, The",27 James St,944,53.341805,-6.305085
1119,Timothy Crough's,1 St Vincent Street West,947,53.341805,-6.305085
1120,mizzoni Pizza & Pasta,"Dublin, Dublin City",958,53.341805,-6.305085
1121,Romayo's,40 Parkgate St,964,53.341805,-6.305085
1122,Gianni's,40 Parkgate St,982,53.341805,-6.305085
1123,J.K. Stoutmans,130 James Street Dublin 8 D08 E6p6,984,53.341805,-6.305085
1124,Acorn,,997,53.341805,-6.305085
1125,Roy's Cafe Dublin,"197emmet road, Inchicore, D8",997,53.341805,-6.305085
1126,Fountian Fish N Chips,125 James's St,1010,53.341805,-6.305085
1127,Cafe Togo,Unit 5 Heuston Station,985,53.341805,-6.305085
1128,Mister Bean's Cafe,"St. James's Private Clinic, St. James's Hospital, Dublin, 8",404,53.341805,-6.305085
1129,Runcible Spoon Theatre Company,106 Ceannt Fort,582,53.341805,-6.305085
1130,Papa Mios Pizza & Pasta,93 Emmet Rd,618,53.341805,-6.305085
1131,Daphne's,562 South Circular Road Rialto,661,53.341805,-6.305085
1132,Latino Italian Restaurant,471-477 South Circular Rd,683,53.341805,-6.305085
1133,Yu Cafe and Restaurant,30 James St.Dublin 8,953,53.341805,-6.305085
1134,Footplate Brasserie,Platform 2 Heuston Station,981,53.341805,-6.305085
1135,Berry Lane Bistro,"Phoenix Park Hotel 38-39 Parkgate Street, City Centre South, City Centre",994,53.341805,-6.305085
1136,Two Pups Coffee,74 Francis St,328,53.342081,-6.275233
1137,Arthur's Pub,28 Thomas St,444,53.342081,-6.275233
1138,The Fumbally,Fumbally Lane,581,53.342081,-6.275233
1139,The Fourth Corner,50 Patrick St,395,53.342081,-6.275233
1140,The Porterhouse,16-18 Parliament St,615,53.342081,-6.275233
1141,Darkey Kellys,Fishamble St,403,53.342081,-6.275233
1142,PHX Bistro,12 Ellis Quay,673,53.342081,-6.275233
1143,Brother Hubbard North,153 Capel St,722,53.342081,-6.275233
1144,Musashi Noodles & Sushi BAR,15 Capel St,718,53.342081,-6.275233
1145,The Stag's Head,1 Dame Ct,800,53.342081,-6.275233
1146,Kaph,31 Drury St,804,53.342081,-6.275233
1147,Container Coffee,161 Thomas St,614,53.342081,-6.275233
1148,Sano Pizza,2 Exchange Street Upper Corner of Dame St and Exchange St Upper,540,53.342081,-6.275233
1149,Bunsen,36 Wexford St,829,53.342081,-6.275233
1150,Vintage Cocktail Club,15 Crown Alley,888,53.342081,-6.275233
1151,The Temple Bar,47-48 Temple Bar,823,53.342081,-6.275233
1152,Murphys Ice Cream,27 Wicklow St,916,53.342081,-6.275233
1153,FXB (Temple Bar),Crow Street,807,53.342081,-6.275233
1154,The Winding Stair,40 Lower Ormond Quay,910,53.342081,-6.275233
1155,The Old Storehouse,"3 Crown Alley, Temple Bar",900,53.342081,-6.275233
1156,Las Tapas de Lola,12 Wexford St,864,53.342081,-6.275233
1157,Pichet,14-15 Trinity St,889,53.342081,-6.275233
1158,The George,89 S Great Georges St,724,53.342081,-6.275233
1159,Grogan's Castle Lounge,15 South William St,843,53.342081,-6.275233
1160,The Church,Junction Mary & Jervis Sts,919,53.342081,-6.275233
1161,Cornucopia,19/20 Wicklow St,915,53.342081,-6.275233
1162,The Market Bar,14A Fade St,746,53.342081,-6.275233
1163,Pho Ta,"Cope St, Temple Bar",900,53.342081,-6.275233
1164,The Bank on College Green,20-22 College Green,941,53.342081,-6.275233
1165,The Black Sheep,61 Capel St,941,53.342081,-6.275233
1166,Bad Bobs Temple Bar,35-37 Essex St E,704,53.342081,-6.275233
1167,Arisu,119 Capel St,866,53.342081,-6.275233
1168,Tenters Gastropub,Dublin,551,53.342081,-6.275233
1169,Yamamori Izakaya,12-13 South Great George's St,727,53.342081,-6.275233
1170,Manning's Bakery,40 Thomas St,320,53.342081,-6.275233
1171,Groundstate Coffee,"48- 50 James’s Street, Dublin, D08 YK6N",894,53.342081,-6.275233
1172,O'Neill's Pub & Kitchen,2 Suffolk St,977,53.342081,-6.275233
1173,The Hairy Lemon,Stephen St,757,53.342081,-6.275233
1174,The Woollen Mills,41/42 Lower Ormond Quay,946,53.342081,-6.275233
1175,Bóbó's,50-51 Dame St,790,53.342081,-6.275233
1176,Lemon Jelly Cafe,Millennium Walkway,864,53.342081,-6.275233
1177,The Quays Irish Restaurant,10-12 Temple Bar Square,891,53.342081,-6.275233
1178,Proper Order Coffee Co.,"New Church St, Smithfield",674,53.342081,-6.275233
1179,Reyna,29-30 Dame St,831,53.342081,-6.275233
1180,Slattery's,129 Capel St,806,53.342081,-6.275233
1181,Nando's,12 Saint Andrew's St,883,53.342081,-6.275233
1182,Costa Coffee,3 College Green,956,53.342081,-6.275233
1183,Octagon Bar,"Clarence Hotel, 6-8 Wellington Quay",670,53.342081,-6.275233
1184,Oliver St John Gogarty,18/21 Anglesea st,975,53.342081,-6.275233
1185,Bruxelles,7-8 Harry St,953,53.342081,-6.275233
1186,Third Floor Espresso (3FE),32/34 Lower Grand Canal St,112,53.339629,-6.243778
1187,"The Schoolhouse Hotel, Ballsbridge, Dublin 4","2-8 Northumberland Road, Ballsbridge, Dublin 4",376,53.339629,-6.243778
1188,Gertrude,"130 Pearse St, Grand Canal Dock",401,53.339629,-6.243778
1189,Sprout & Co Kitchen,"19 Exchequer Street, Dublin 2, Dublin City, Ireland",122,53.339629,-6.243778
1190,Paulie's Pizza,58 Upper Grand Canal St,657,53.339629,-6.243778
1191,Osteria Lucio,"The Malting Tower Clanwilliam Terrace, Grand Canal Dock, South",300,53.339629,-6.243778
1192,il Valentino,5 Gallery Quay | Grand Canal Harbour,459,53.339629,-6.243778
1193,Matt The Thresher,"31-32, Lower Pembroke St",602,53.339629,-6.243778
1194,Doheny & Nesbitt,5 Baggot Street Lower,629,53.339629,-6.243778
1195,Herbstreet,Hanover Quay,653,53.339629,-6.243778
1196,The Ginger Man,40 Fenian St,457,53.339629,-6.243778
1197,Chopped,148 Baggot Street Lower,666,53.339629,-6.243778
1198,FXB Steak & Seafood,1A Lwr Pembroke St,600,53.339629,-6.243778
1199,Caffè Nero,5 Merrion Row,706,53.339629,-6.243778
1200,The Old Spot,"14 Bath Avenue Sandymount, Sandymount, South",752,53.339629,-6.243778
1201,Honey Truffle,45 Pearse St,606,53.339629,-6.243778
1202,Peruke & Periwig,31 Dawson St,980,53.339629,-6.243778
1203,Bread 41,"41 Pearse Street, Dublin, Dublin 2",776,53.339629,-6.243778
1204,Peploe's,16 St Stephen's Green,959,53.339629,-6.243778
1205,Tower Records,7 Dawson St,969,53.339629,-6.243778
1206,Bang Restaurant,11 Merrion Row,739,53.339629,-6.243778
1207,The Garden Room,"The Merrion Hotel, 21-24 Upper Merrion St",593,53.339629,-6.243778
1208,Kennedy's,30-32 Westland Row,531,53.339629,-6.243778
1209,The 51 Bar,51 Haddington Rd,550,53.339629,-6.243778
1210,Charlotte Quay,"Charlotte Quay Dock, Millennium Tower, Dublin, Dublin 4",580,53.339629,-6.243778
1211,37 Dawson Street,37 Dawson St,990,53.339629,-6.243778
